"施設ID","作業用番号","作業内容フラグ_区分","作業内容フラグ_内訳","作業内容フラグ_内訳補足","施設名","施設名_ﾌﾘｶﾞﾅ","路線名","道路種別","架設年度_西暦","架設年度_推測","供用年度_西暦","橋梁種別","橋長(m)","径間数","幅員(m)","上部構造形式","上部工（使用材料）","上部工（構造形式）","下部構造形式","基礎形式","溝橋(ｶﾙﾊﾞｰﾄ)","道路管理者_区分","道路管理者_名称","道路管理者_管理事務所名","行政区域_都道府県名","行政区域_市区町村名","起点側位置_緯度","起点側位置_経度","距離標(KP)","上り・下り線","当該道路_緊急輸送路","道路橋下状況_道路_緊急輸送路","道路橋下状況_道路_道路管理者","道路橋下状況_鉄道","代替路の有無","自専道/一般道","高規格幹線道路区分","占用物件(名称)","施設諸元_備考","点検記録_点検実施年度","点検記録_点検実施年月","点検記録_判定区分","過去の点検表記録様式ファイル名","点検表記録様式ファイル名","所見等(任意)","長寿命化修繕計画","点検・修繕_備考","確認書記載_点検・修繕計画_2019","確認書記載_点検・修繕計画_2020","確認書記載_点検・修繕計画_2021","確認書記載_点検・修繕計画_2022","確認書記載_点検・修繕計画_2023","確認書記載_点検・修繕計画_2024","確認書記載_点検・修繕計画_2025","確認書記載_点検・修繕計画_2026","確認書記載_点検・修繕計画_2027","確認書記載_点検・修繕計画_2028","確認書記載_点検方法","確認書記載_修繕方法","確認書記載_点検済分類","確認書記載_跨線部判定結果","確認書記載_修繕済分類","確認書記載_跨線部再判定結果","確認書に点検時期の記載がない理由","跨線対象_鉄道_JR_1","跨線対象_鉄道_JR_2","跨線対象_鉄道_JR_3","跨線対象_鉄道_JR_4","跨線対象_鉄道_大手民鉄_1","跨線対象_鉄道_大手民鉄_2","跨線対象_鉄道_大手民鉄_3","跨線対象_鉄道_準大手_1","跨線対象_鉄道_準大手_2","跨線対象_鉄道_公営_1","跨線対象_鉄道_公営_2","跨線対象_鉄道_中小民鉄_1","跨線対象_鉄道_中小民鉄_2","跨線対象_鉄道_中小民鉄_3","跨線対象_鉄道_中小民鉄転換鉄道等_1","跨線対象_鉄道_中小民鉄転換鉄道等_2","跨線対象_鉄道_貨物鉄道(JR以外）_1","跨線対象_鉄道_貨物鉄道(JR以外）_2","跨線対象_鉄道_モノレール_1","跨線対象_鉄道_モノレール_2","跨線対象_鉄道_新交通システム_1","跨線対象_鉄道_新交通システム_2","跨線対象_鉄道_鋼索鉄道_1","跨線対象_鉄道_鋼索鉄道_2","跨線対象_鉄道_無軌条電車_1","跨線対象_鉄道_無軌条電車_2","跨線対象_軌道_公営_1","跨線対象_軌道_公営_2","跨線対象_軌道_中小民鉄_1","跨線対象_軌道_中小民鉄_2","跨線対象_軌道_モノレール_1","跨線対象_軌道_モノレール_2","跨線対象_軌道_新交通システム_1","跨線対象_軌道_新交通システム_2","跨線対象_その他","通行規制_規制内容","通行規制_規制内容_詳細","通行規制_新規追加","通行規制_規制内容変更","通行規制_開始年度","通行規制_規制までの橋齢","規制解除（予定）年度","規制原因_自由入力","通行規制_原因コード","通行規制_原因_具体的内容の分類","通行規制_原因_詳細","補修等実施状況","補修等実施予定時期","補修等実施予定年月","撤去措置区分","新設設計時の適用基準","橋の重要度","耐震補強の状況","性能３を満たすための対策状況","性能３を満たすための対策完了目標年度","性能２を満たすための対策状況","性能２を満たすための対策完了目標年度","橋種_一般橋","橋種_特殊橋_トラス橋","橋種_特殊橋_吊り橋","橋種_特殊橋_斜張橋","橋種_特殊橋_その他特殊橋梁","対策メニュー_基礎（フーチング含む）","対策メニュー_橋台","対策メニュー_橋脚","対策メニュー_橋脚_うち段落とし部","縁対策メニュー_縁端拡幅","対策メニュー_落橋防止構造","対策メニュー_変位制限構造（横変位拘束構造）","対策メニュー_支承交換","対策メニュー_段差防止構造","対策メニュー_上部工補強","対策メニュー_その他","図面の有無","基礎の耐震補強_適用基準・図面類","基礎の耐震補強_基礎の照査結果","基礎の耐震補強_液状化エリア","基礎の耐震補強_簡易判定","単径間の橋梁_種類","単径間の橋梁_照査の有無","ロッキング橋脚を有する橋梁","パイルベント橋脚を有する橋梁","全国地震予想地図での発生確率","跨道橋_用途種別","跨道橋の状況_現在未使用","跨道橋の状況_今後の利用","跨道橋の状況_撤去計画の有無","跨道橋の状況_撤去計画無しの理由","跨道橋下の管理者_会社名","跨道橋下の管理者_支社名","跨道橋下の管理者_事務所名","跨道橋下の路線情報_路線区別","跨道橋下の路線情報_高速道路等名称","位置情報_IC間_自","位置情報_IC間_至","位置情報_KP","跨線橋下管理者との管理協定の締結","管理協定_無しの理由","点検実施状況","点検を委託で実施","点検方法","跨線橋下管理者との共有","点検結果_最新の点検時期","点検結果_5年以内の対策","修繕の内容_はく落対策_実施状況","修繕の内容_壁高欄補修_実施状況","修繕の内容_コンクリたたき落とし_実施状況","修繕の内容_塗替塗装_実施状況","修繕の内容_クラック補修_実施状況","修繕の内容_架替_実施状況","修繕の内容_その他_具体的内容","修繕の内容_その他_実施状況","修繕の内容_未実施の理由","耐震補強_実施状況","耐震未照査_該当","耐震未照査_照査実施計画年度","未移管跨線橋_該当","未移管跨線橋_区分","要請（公表）するべきもの","本来管理者_区分","本来管理者名（移管予定先）","移管後_道路法上の道路_該当","移管後_用途種別","移管状況","移管時期"
"36.19297,137.82185","BR0-202029-00834",,,,"梓川２７号橋（５００２７）","(ｱｽﾞｻｶﾞﾜ27ｺﾞｳﾊﾞｼ)","市道梓川４号線","市町村道","不明","2001～2010年",,"橋","30.4","4","2.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.19297","137.82185","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2022","202211","Ⅱ","市道梓川4号線_梓川27号橋(50027).xlsx","市道梓川4号線_梓川27号橋(八景山橋).xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋","性能2を満足",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度",,,,,,,,,,,,,,
"36.19757,137.82822","BR0-202029-00835",,,,"梓川２８号橋（５００２８）","(ｱｽﾞｻｶﾞﾜﾆｼﾞｭｳﾊﾁｺﾞｳﾊﾞｼ)","市道梓川６号線","市町村道","1981",,"1981","橋","5.8","1","4.6","④ＰＣ橋_ＰＣ桁橋（その他）","PC橋","桁橋","その他（橋台）","その他",,"市区町村","松本市","松本市","長野県","松本市","36.19757","137.82822","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2022","202212","Ⅱ","市道梓川6号線_梓川２８号橋.xlsx","市道梓川6号線_梓川28号橋.xlsx","主桁にひびわれ、床版に遊離石灰、舗装にひびわれ、欠損などが生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.20069,137.83286","BR0-202029-00836",,,,"梓川２９号橋（５００２９）","(ｱｽﾞｻｶﾞﾜﾆｼﾞｭｳｷｭｳｺﾞｳﾊﾞｼ)","市道梓川１７号線","市町村道","1974",,"1974","橋","7.3","1","5.0","④ＰＣ橋_ＰＣ桁橋（その他）","PC橋","桁橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.20069","137.83286","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","その他",,"2022","202212","Ⅰ","市道梓川17号線_梓川２９号橋.xlsx","市道梓川17号線_梓川29号橋.xlsx","道路橋の機能に支障は生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.20114,137.83429","BR0-202029-00837",,,,"梓川３０号橋（５００３０）","(ｱｽﾞｻｶﾞﾜ30ｺﾞｳﾊﾞｼ)","市道梓川２０号線","市町村道","1980",,,"橋","3.6","1","4.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.20114","137.83429","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2020","202012","Ⅱ",,"市道梓川20号線_梓川30号橋(50030).xlsx","床版・下部工コンクリート表面劣化、支承部の漏水跡、舗装コンクリートの劣化などが見られることから、予防保全対策が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.20150,137.83466","BR0-202029-00838",,,,"梓川３１号橋（５００３１）","(ｱｽﾞｻｶﾞﾜ31ｺﾞｳﾊﾞｼ)","市道梓川２０号線","市町村道","1980",,,"橋","3.6","1","4.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.20150","137.83466","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2020","202012","Ⅱ",,"市道梓川20号線_梓川31号橋(50031).xlsx","床版･下部工･舗装のコンクリートの劣化や欠損、支承部の漏水跡が見られることから、予防保全対策が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.20414,137.83478","BR0-202029-00840",,,,"梓川３３号橋（５００３３）","(ｱｽﾞｻｶﾞﾜ33ｺﾞｳﾊﾞｼ)","市道梓川２２号線","市町村道","1979",,,"橋","3.3","1","2.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.20414","137.83478","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202111","Ⅱ","市道梓川22号線_梓川33号橋.xlsx","市道梓川22号線_梓川33号橋.xlsx","床版にコンクリートの剥離・鉄筋露出と、漏水跡が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度",,,,,,,,,,,,,,
"36.20935,137.84928","BR0-202029-00841",,,,"梓川３４号橋（５００３４）","(ｱｽﾞｻｶﾞﾜ34ｺﾞｳﾊﾞｼ)","市道梓川２８号線","市町村道","2001",,,"橋","4.4","1","5.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.20935","137.84928","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2024","202501","Ⅱ","市道梓川２８号線_梓川３４号橋.xlsx","市道梓川28号線_梓川34号橋（50034）.xlsx","【上部構造】
　PCプレキャストボックスカルバートの溝橋である。
　ボックスカルバート目地部に漏水痕、遊離石灰の検出が見られるが、現時点では想定される事象（活荷重）への影響はほとんどないと見られる。雨水の流入が疑われるため、予防保全の観点から水の流入を防ぐ補修が望ましい。
【下部構造】
　目立った損傷なく健全である。
【上下部接続部】
　目立った損傷なく健全である。
【総合評価】
　下部構造や上下部接続部に目立った損傷はない。上部構造に漏水痕、遊離石灰があるが、致命的な損傷でないが、漏水箇所には注視していく必要がある。健全性区分は「Ⅱ」判定とした。
　今後も定期点検による経過観察を行い、劣化の進行状況を把握し、状況に応じて予防保全的な対策をとることが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.21071,137.84738","BR0-202029-00842",,,,"梓川３５号橋（５００３５）","(ｱｽﾞｻｶﾞﾜ35ｺﾞｳﾊﾞｼ)","市道梓川２９号線","市町村道","不明","1981～1990年",,"橋","7.3","1","5.0","③ＲＣ橋_ＲＣ溝橋（ＢＯＸカルバート）","RC橋","溝橋(カルバート)","その他（橋台）","直接基礎","○","市区町村","松本市","松本市","長野県","松本市","36.21071","137.84738","無し","上下線","指定無し","×",,"無し","有","一般道",,"その他",,"2024","202501","Ⅱ","市道梓川２９号線_梓川３５号橋.xlsx","市道梓川29号線_梓川35号橋（50035）.xlsx","【上部構造】
　橋面からの排水や、雨水による浸食と思われる漏水跡が上下流両側の頂版端部に確認された。コンクリートが剥離した様子もあり、現時点では想定される事象（地震）への影響はないと見られるが、予防保全の観点から補修することが望ましい。
【下部構造】
　側壁に短いクラックが生じているものの、損傷の程度は小さく現時点では想定される事象（地震）への影響はないと見られる。
【上下部接続部】
　特に目立った損傷はなかった。
【総合評価】
　上部構造は頂版端部に漏水が確認され、今後も損傷の進行については注意して点検を行う必要がある。側壁にはクラックがみられるものの短いものが点在している程度であった。橋梁の健全性区分は「Ⅱ」判定とした。今後も定期点検による経過観察を行い、劣化の進行状況を把握し、状況に応じて予防保全的な対策をとることが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.20880,137.84254","BR0-202029-00843",,,,"梓川３６号橋（５００３６）","(ｱｽﾞｻｶﾞﾜ36ｺﾞｳﾊﾞｼ)","市道梓川３１号線","市町村道","1984",,,"橋","2.6","1","5.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.20880","137.84254","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2024","202501","Ⅱ","市道梓川３１号線_梓川３６号橋.xlsx","市道梓川31号線_梓川36号橋（50036）.xlsx","【上部構造】
　鉄筋露出が見られるものの、損傷の程度は小さく現時点では想定される事象（地震）への影響はないと見られる。
【下部構造】
　鉄筋が腐食していて、周囲のコンクリートが剥離している。剥離によってより鉄筋の腐食の進行が進む悪循環となるため、早期の応急処置が必要と考えられる。現時点では想定される事象（地震）への影響はないと見られるが、予防保全の観点から補修することが望ましい。
【上下部接続部】
　特に目立った損傷はない。
【総合評価】
　特に橋台の鉄筋露出とコンクリートの剥離が顕著な損傷である。腐食した鉄筋を放置することで、いっそうコンクリートの剥離も進行するため、早期の応急処置により被害の甚大化を抑制することができる。橋梁の健全性区分は「Ⅱ」判定とした。今後も定期点検による経過観察を行い、劣化の進行状況を把握し、状況に応じて予防保全的な対策をとることが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.21153,137.84671","BR0-202029-00844",,,,"梓川３７号橋（５００３７）","(ｱｽﾞｻｶﾞﾜ37ｺﾞｳﾊﾞｼ)","市道梓川３２号線","市町村道","1973",,,"橋","2.3","1","3.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.21153","137.84671","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2020","202012","Ⅱ",,"市道梓川32号線_梓川37号橋(50037).xlsx","床版に漏水を伴うひびわれが見られることから、予防保全対策が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.21155,137.84880","BR0-202029-00845",,,,"梓川３８号橋（５００３８）","(ｱｽﾞｻｶﾞﾜｻﾝｼﾞｭｳﾊﾁｺﾞｳﾊﾞｼ)","市道梓川３３号線","市町村道","1977",,"1977","橋","24.8","3","4.8","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.21155","137.84880","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2024","202410","Ⅱ","市道 梓川33号線_梓川38号橋.xlsx","市道 梓川33号線_梓川38号橋.xlsx","（１）部材毎の評価
　・主   桁：Ⅱ （遊離石灰→乾燥収縮）
　・横   桁：Ⅰ
　・床   版：Ⅰ
　・下部工：Ⅰ
　・支   承：Ⅱ （ナット緩み→締付け不足）
　・その他：Ⅰ

（２）損傷等の状況
　・主桁に遊離石灰、支承にナット緩みが生じている。

（３）技術的な評価結果からの特筆すべき事項
　・床版や横桁がL2地震（大地震）に対する設計がされていないため、地震時に変状が生じる可能性がある。
　・支承がタイプＡであり、地震時には破損する恐れがある。
　・桁掛かり長が不足している。（必要桁かかり長≒0.73m＞現桁かかり0.35m）","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋","性能2を満足",,,,,"1",,,,,,,,,"未対策",,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない","対策不要","液状化の想定されるエリア外の橋梁","個別判定","直橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.20707,137.83953","BR0-202029-00846",,,,"梓川３９号橋（５００３９）","(ｱｽﾞｻｶﾞﾜ39ｺﾞｳﾊﾞｼ)","市道梓川５５号線","市町村道","1969",,,"橋","2.3","1","3.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.20707","137.83953","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2020","202012","Ⅱ",,"市道梓川55号線_梓川39号橋(50039).xlsx","床版のジャンカ、支承部の漏水跡、舗装の異常、防護柵の腐食と倒壊の恐れがあることから、予防保全対策が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.21462,137.83774","BR0-202029-00847",,,,"梓川４０号橋（５００４０）","(ｱｽﾞｻｶﾞﾜ40ｺﾞｳﾊﾞｼ)","市道梓川６９号線","市町村道","1973",,,"橋","3.9","1","4.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.21462","137.83774","無し","上下線","指定無し","×",,"無し","有","一般道",,"水道",,"2021","202201","Ⅱ",,"梓川69号線_梓川40号橋.xlsx","・下部構造に表面劣化、防護柵に変形が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度",,,,,,,,,,,,,,
"36.22478,137.84716","BR0-202029-00848",,,,"梓川４１号橋（５００４１）","(ｱｽﾞｻｶﾞﾜ41ｺﾞｳﾊﾞｼ)","市道梓川９８号線","市町村道","1973",,,"橋","4.0","1","4.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎","●","市区町村","松本市","松本市","長野県","松本市","36.22478","137.84716","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2020","202012","Ⅱ",,"市道梓川98号線_梓川41号橋(50041).xlsx","頂版･側壁･翼壁･地覆に遊離石灰析出を伴うひびわれなど、また、舗装の異常が見られるため、予防保全対策が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋","性能3を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.22579,137.84829","BR0-202029-00849",,,,"梓川４２号橋（５００４２）","(ｱｽﾞｻｶﾞﾜ42ｺﾞｳﾊﾞｼ)","市道梓川９９号線","市町村道","1980",,,"橋","3.7","1","5.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎","●","市区町村","松本市","松本市","長野県","松本市","36.22579","137.84829","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2020","202012","Ⅱ",,"市道梓川99号線_梓川42号橋(50042).xlsx","頂版･側壁･翼壁･地覆に遊離石灰析出を伴うひびわれなど、また、舗装の異常が見られるため、予防保全対策が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋","性能3を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度","H27年度実施済",,,,,,,,,,,,,
"36.22750,137.84983","BR0-202029-00850",,,,"梓川４３号橋（５００４３）","(ｱｽﾞｻｶﾞﾜ43ｺﾞｳﾊﾞｼ)","市道梓川１００号線","市町村道","1980",,,"橋","3.3","1","5.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22750","137.84983","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202203","Ⅱ",,"市道梓川100号線_梓川43号橋.xlsx","上部構造に表面剥離・遊離石灰・クラック、下部構造及び地覆部に遊離石灰・クラックを確認。構造物の機能には支障を生じていないが、予防保全の観点から措置を講ずることが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋","性能3を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度",,,,,,,,,,,,,,
"36.22430,137.84657","BR0-202029-00851",,,,"梓川４４号橋（５００４４）","(ｱｽﾞｻｶﾞﾜ44ｺﾞｳﾊﾞｼ)","市道梓川１０１号線","市町村道","1980",,,"橋","3.7","1","4.2","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22430","137.84657","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202203","Ⅱ",,"市道梓川101号線_梓川44号橋.xlsx","上部構造に表面剥離・クラックを確認。構造物の機能には支障を生じていないが、予防保全の観点から措置を講ずることが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"スカイレールサービス",,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋","性能3を満足、性能２を満たしていない",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度",,,,,,,,,,,,,,
"36.23810,137.82705","BR0-202029-00852",,,,"梓川４５号橋（５００４５）","(ｱｽﾞｻｶﾞﾜﾖﾝｼﾞｭｳｺﾞｺﾞｳﾊﾞｼ)","市道梓川１１８号線","市町村道","1984",,"1984","橋","6.5","1","3.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.23810","137.82705","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","その他",,"2022","202212","Ⅰ","市道梓川118号線_梓川４５号橋.xlsx","市道梓川118号線_梓川45号橋.xlsx","道路橋の機能に支障は生じていない。","○","判定の見直しによるもの",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.24301,137.83739","BR0-202029-00853",,,,"梓川４６号橋（５００４６）","(ｱｽﾞｻｶﾞﾜﾖﾝｼﾞｭｳﾛｸｺﾞｳﾊﾞｼ)","市道梓川１２３号線","市町村道","1984",,"1984","橋","7.0","1","3.0","①鋼橋(ボルト又は鋼溶継手)_Ｈ形鋼（不明）","鋼橋","桁橋(H桁)","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.24301","137.83739","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","水道",,"2022","202212","Ⅱ","市道梓川123号線_梓川４６号橋.xlsx","市道梓川123号線_梓川46号橋.xlsx","主桁、横構に塗膜劣化、腐食、舗装に土砂堆積が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
